#Doke 2002
976,0,0,9980,0,0,13.538462,0.969665,0.969665
976,0,0,9000,0,0,13.538462,0.969665,0.969665
976,0,0,7990,0,0,13.948718,0.999049,0.999049
976,0,0,7010,0,0,13.948718,0.999049,0.999049
976,0,0,6010,0,0,14.769231,1.057816,1.057816
976,0,0,5000,0,0,15.179487,1.0872,1.0872
976,0,0,4010,0,0,15.589744,1.116584,1.116584
976,0,0,3010,0,0,17.641026,1.263503,1.263503
976,0,0,2000,0,0,18.461538,1.32227,1.32227
976,0,0,1210,0,0,20.102564,1.439805,1.439805
976,0,0,600,0,0,23.794872,1.704259,1.704259
976,0,0,210,0,0,30.769231,2.203783,2.203783
976,0,0,150,0,0,32.820513,2.350702,2.350702
976,0,0,0,0,0,41.025641,2.938378,2.938378
#Sangiorgio 2013
0.27,0,0,2400,0,0,11.233051,9.049552,9.049552
2.82,0,0,2400,0,0,28.301051,4.06485,4.06485
5.9,0,0,2400,0,0,35.278051,3.591861,3.591861
364,0,0,71.42,0,0,39.120882,2.629849,2.629849
364,0,0,74.02,0,0,38.44289,2.629849,2.629849
364,0,0,84.387,0,0,38.374645,2.629849,2.629849
364,0,0,89.253,0,0,37.779815,2.629849,2.629849
364,0,0,94.111,0,0,37.932595,2.629849,2.629849
364,0,0,100.93,0,0,36.89503,2.629849,2.629849
364,0,0,101.24,0,0,37.407211,2.629849,2.629849
364,0,0,110.14,0,0,38.261646,2.629849,2.629849
364,0,0,119.07,0,0,36.716872,2.629849,2.629849
364,0,0,128.47,0,0,35.887129,2.629849,2.629849
364,0,0,129.45,0,0,35.735035,2.629849,2.629849
364,0,0,130.43,0,0,37.305015,2.629849,2.629849
364,0,0,138.52,0,0,35.54196,2.629849,2.629849
364,0,0,144.67,0,0,35.764185,2.629849,2.629849
364,0,0,147.83,0,0,36.020876,2.629849,2.629849
364,0,0,152.47,0,0,34.283713,2.629849,2.629849
364,0,0,160.24,0,0,34.616707,2.629849,2.629849
